,AccidentArea,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,Make,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,VehiclePrice,AgentType,AddressChange_Claim,PastNumberOfClaims,NumberOfSuppliments,NumberOfCars,Year,BasePolicy,Month,AgeOfVehicle,AgeOfPolicyHolder,Age,FraudFound_P,RepNumber,Deductible
242,1,0,2,0,0,1,9,2,3,2,0,0,0,0,3,2,0,0,0,2,1,3,3,23,0,12,400
243,1,1,2,0,0,0,6,0,3,2,0,0,5,0,3,3,3,0,0,1,1,7,0,0,0,7,400
244,1,1,2,1,0,0,13,0,3,2,0,0,4,0,3,0,1,0,0,1,3,4,4,31,0,9,400
245,1,1,2,1,0,0,6,3,3,2,0,0,5,0,3,3,3,0,0,1,2,7,0,0,0,3,400
246,1,1,1,0,0,0,5,3,3,2,0,0,4,0,3,0,1,2,0,0,3,5,5,42,0,14,400
247,0,1,1,0,0,1,0,1,3,2,0,0,1,0,3,1,3,0,0,2,3,5,5,42,0,11,400
248,1,1,2,0,0,0,17,1,3,2,0,0,0,0,3,0,3,0,0,1,3,5,4,32,0,16,700
249,1,1,1,0,0,0,0,1,3,2,0,0,0,0,3,1,3,0,0,1,3,6,6,51,0,1,400
250,1,1,2,1,1,1,6,3,3,2,0,0,5,0,3,1,3,0,0,1,4,1,2,19,0,12,400
251,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,1,3,0,0,0,4,5,4,26,0,10,400
252,1,1,2,0,0,0,13,1,3,2,0,0,0,0,2,0,3,1,0,1,4,3,4,29,0,3,400
253,1,1,1,0,0,1,13,1,3,2,0,0,1,0,3,1,3,0,0,2,4,4,4,29,0,15,400
254,1,1,1,1,1,1,9,1,3,2,0,0,5,0,3,1,2,0,0,1,2,5,4,29,0,12,400
255,1,1,2,0,0,1,13,1,3,2,0,0,0,0,1,0,2,0,0,2,2,6,5,44,0,9,500
256,1,1,1,0,0,0,18,2,3,2,0,0,5,0,3,0,2,0,0,1,2,6,6,49,0,5,400
257,1,0,1,0,0,0,17,0,3,2,0,0,0,0,3,1,3,0,0,1,2,5,6,47,0,12,400
258,1,1,1,0,0,0,9,2,3,2,0,0,0,0,3,0,2,0,0,1,1,5,6,50,0,16,400
259,1,1,1,0,0,1,13,1,3,2,0,0,1,0,3,1,2,0,0,2,6,6,6,50,0,10,400
260,1,1,1,0,0,0,13,1,3,2,0,0,0,0,3,3,3,0,0,1,6,6,5,44,0,9,400
261,1,1,1,1,0,0,0,3,3,2,0,0,0,0,3,3,3,0,0,0,8,5,5,42,0,1,400
262,1,1,1,0,0,0,13,0,3,2,0,0,1,0,3,0,0,0,0,1,0,6,6,49,0,3,400
263,1,1,1,1,0,0,17,3,3,2,0,0,0,0,3,1,0,0,0,1,0,4,4,34,0,7,400
264,1,0,1,0,0,1,13,1,3,2,0,0,0,0,3,0,3,0,0,2,3,5,6,51,0,16,400
265,1,1,1,1,0,0,18,1,3,2,0,0,5,0,3,0,3,0,0,1,2,3,4,26,0,5,400
266,1,1,1,0,0,1,13,2,3,2,0,0,0,0,3,1,3,0,0,2,3,5,5,39,0,4,400
267,1,0,1,1,0,0,2,1,3,2,0,0,5,0,3,0,1,0,0,0,3,4,4,30,0,3,400
268,1,1,2,0,0,0,6,2,3,2,0,0,5,0,3,0,3,0,0,0,3,7,0,0,0,5,400
269,1,1,1,0,0,1,6,2,3,2,0,0,0,0,3,0,1,0,0,2,3,6,6,47,0,9,400
270,1,0,1,0,0,1,2,2,3,2,0,0,0,0,3,1,1,0,0,2,4,1,4,33,0,2,400
271,1,1,2,0,0,0,13,3,3,2,0,0,0,0,3,3,2,0,0,1,4,4,4,31,0,6,400
272,0,1,1,0,0,0,17,3,3,2,0,0,0,0,3,3,0,0,0,1,4,6,6,50,0,7,400
273,1,1,1,0,0,0,2,0,3,2,0,0,0,0,0,0,2,1,0,1,4,6,8,78,0,11,400
274,1,1,1,0,0,1,6,2,3,2,0,0,1,0,3,3,3,0,0,2,4,5,5,41,0,9,400
275,1,1,2,0,1,1,6,3,3,2,0,0,5,0,3,3,1,0,0,1,4,5,5,39,0,11,400
276,1,1,1,0,0,0,17,1,3,2,0,0,4,0,3,0,3,0,0,0,4,5,4,33,0,10,400
277,1,1,2,0,0,1,6,1,3,2,0,0,5,0,3,1,3,0,0,2,4,7,0,0,0,16,400
278,1,0,1,0,0,0,13,3,3,2,0,0,0,0,3,1,1,0,0,0,2,5,6,48,0,1,400
279,1,1,2,0,0,1,6,3,3,2,0,0,5,0,3,0,3,0,0,2,2,7,0,0,0,12,400
280,1,1,2,0,0,0,6,3,3,2,0,0,5,0,3,3,3,0,0,0,2,7,0,0,0,11,400
281,1,1,1,0,0,1,13,1,3,2,0,0,0,0,3,2,0,0,0,2,2,5,4,30,0,4,400
282,1,1,2,0,0,0,6,1,3,2,0,0,5,0,3,3,3,0,0,0,7,7,0,0,0,10,400
283,1,1,1,0,0,1,13,1,3,2,0,0,0,0,3,0,0,0,0,2,2,5,5,38,0,4,400
284,1,1,1,0,0,0,17,2,3,2,0,0,4,0,3,0,2,0,0,0,2,5,4,28,0,7,400
285,1,1,1,0,0,0,6,3,3,2,0,0,4,0,3,3,0,0,0,0,2,4,4,33,0,8,400
286,1,0,2,0,0,1,9,0,3,2,0,0,1,0,3,1,1,0,0,2,4,6,5,38,0,1,400
287,1,1,2,0,0,1,6,3,3,2,0,0,5,0,3,1,3,2,0,2,4,7,0,0,0,11,400
288,1,1,1,0,0,0,13,3,3,2,0,0,1,0,3,2,1,0,0,1,4,5,4,31,0,15,400
289,1,1,1,0,0,1,2,1,3,2,0,0,1,0,3,2,2,0,0,2,4,5,5,36,0,1,400
290,1,1,1,1,0,1,13,3,3,2,0,0,1,0,3,3,1,0,0,2,4,5,4,27,0,2,400
291,1,0,1,0,0,0,17,0,3,2,0,0,4,0,3,1,1,0,0,0,4,6,7,60,0,1,400
292,0,1,1,1,0,0,6,1,3,2,0,0,0,0,3,3,3,0,0,0,4,5,8,72,0,2,400
293,1,1,1,0,0,1,5,1,3,2,0,0,3,0,3,2,3,0,0,2,4,6,5,44,0,5,400
294,1,1,2,0,0,1,6,0,3,2,0,0,5,0,2,1,3,1,0,2,4,7,0,0,0,11,400
295,1,0,2,0,0,0,13,0,3,2,0,0,4,0,3,3,3,0,0,0,4,4,8,77,0,10,400
296,1,1,2,1,0,1,6,0,3,2,0,0,0,0,3,0,3,0,0,2,4,5,5,40,0,15,400
297,1,1,2,0,0,0,13,3,3,2,0,0,2,0,3,1,2,0,0,1,2,5,5,43,1,1,400
298,1,1,1,1,0,0,6,3,3,2,0,0,1,0,3,0,3,0,0,1,4,4,4,33,0,14,400
299,1,1,1,1,0,0,2,2,3,2,0,0,0,0,3,0,1,0,0,0,4,5,5,36,0,2,400
300,1,1,2,1,0,0,13,2,3,2,0,0,0,0,3,1,3,0,0,1,2,1,3,21,0,7,400
301,1,0,2,0,0,0,6,1,3,2,0,0,0,0,3,1,3,0,0,1,2,3,3,21,0,2,400
302,1,1,2,1,0,0,13,0,3,2,0,0,1,0,3,1,0,0,0,1,2,4,4,33,0,9,400
303,1,1,1,0,0,0,13,1,3,2,0,0,5,0,3,1,0,0,0,0,3,5,8,75,0,1,400
304,0,1,2,0,0,0,17,0,3,2,0,0,0,0,3,1,1,0,0,0,8,5,4,34,0,7,400
305,1,1,2,0,0,0,18,1,3,2,0,0,5,0,3,1,1,0,0,0,0,3,4,31,0,9,400
306,1,1,1,0,0,1,6,3,3,2,0,0,0,0,1,1,3,0,0,2,0,4,4,31,0,2,500
307,0,1,1,0,0,1,13,3,3,2,0,0,0,0,3,2,1,0,0,2,0,4,6,47,0,5,400
308,0,1,1,0,0,0,13,0,3,2,0,0,4,0,4,3,3,0,0,0,2,6,6,46,1,7,400
309,1,1,2,0,0,0,6,2,3,2,0,0,5,0,3,0,3,0,0,0,2,7,0,0,1,6,400
310,1,1,1,0,0,1,6,0,3,2,0,0,0,0,3,1,3,0,0,2,10,4,4,35,0,10,400
311,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,3,1,0,0,1,10,5,4,31,0,11,400
312,1,0,2,0,0,1,11,1,3,2,0,0,0,0,3,2,2,0,0,2,7,4,4,33,0,13,400
313,1,1,2,0,0,0,6,2,3,2,0,0,1,0,3,3,1,0,0,1,0,5,4,35,0,15,400
314,0,0,1,1,0,1,13,1,3,2,0,0,0,0,3,0,3,0,0,2,7,5,5,45,0,4,400
315,1,1,2,0,2,2,6,0,3,2,0,0,5,0,2,0,3,1,0,0,2,7,0,0,1,14,400
316,1,1,2,0,2,2,0,2,3,2,0,0,5,0,3,3,2,0,0,0,8,6,6,50,0,12,400
317,1,1,2,0,0,0,6,3,3,2,0,0,5,0,3,0,3,0,0,1,4,7,0,0,1,16,400
318,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,3,3,0,0,1,8,5,5,42,0,14,400
319,1,0,2,0,0,1,9,0,3,2,0,0,0,0,3,1,3,0,0,2,0,3,4,32,0,2,400
320,1,1,1,1,0,0,5,3,3,2,0,0,5,0,3,2,2,0,0,1,7,6,6,49,0,2,400
321,1,1,1,0,0,0,16,0,3,2,0,0,0,0,3,3,2,0,0,0,7,5,6,53,0,4,400
322,1,1,1,0,0,0,2,2,3,2,0,0,0,0,3,3,1,0,0,1,0,5,4,32,0,15,400
323,1,1,1,0,0,0,6,1,3,2,0,0,0,0,3,3,3,0,0,0,0,6,6,52,0,8,400
324,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,1,3,0,0,0,6,5,5,41,0,1,400
325,1,0,2,0,0,1,9,1,3,2,0,0,1,0,3,1,2,0,0,2,6,5,5,36,0,1,400
326,0,0,1,0,0,0,6,1,3,2,0,0,1,0,3,3,1,0,0,1,9,5,6,46,0,7,400
327,1,1,1,1,0,0,6,2,3,2,0,0,1,0,3,2,2,0,0,1,5,5,4,32,0,13,400
328,1,1,1,0,0,0,17,0,3,2,0,0,1,0,3,1,0,2,0,1,6,4,4,32,0,12,400
329,1,1,1,1,0,0,2,2,3,2,0,0,0,0,3,0,0,0,0,0,7,4,4,31,0,3,400
330,1,1,1,0,0,1,17,1,3,2,0,0,1,0,3,1,3,0,0,2,9,5,5,43,0,5,400
331,1,0,1,0,0,0,13,0,3,2,0,0,0,0,3,1,3,0,0,1,9,4,4,30,0,1,400
332,1,1,1,0,0,0,17,3,3,2,0,0,0,0,3,1,3,0,0,1,6,6,7,60,0,8,400
333,1,1,2,0,0,0,18,2,3,2,0,0,5,0,3,3,3,0,0,0,6,6,6,55,0,11,400
334,1,1,1,0,0,0,6,3,3,2,0,0,1,0,3,2,2,0,0,1,7,5,4,27,0,9,400
335,1,0,1,0,0,0,17,1,3,2,0,0,0,0,3,3,1,0,0,1,1,5,4,29,0,14,400
336,1,1,2,0,1,1,6,0,3,2,0,0,5,0,2,3,2,1,0,1,1,4,3,25,0,9,400
337,1,1,1,0,0,1,17,1,3,2,0,0,5,0,3,3,3,0,0,2,0,5,5,38,0,11,400
338,1,1,1,0,0,0,17,3,3,2,0,0,1,0,3,3,3,0,0,1,0,4,4,26,0,12,400
339,1,1,1,0,0,0,13,3,3,2,0,0,4,0,3,0,0,0,0,0,3,6,7,56,0,6,400
340,1,1,1,1,0,0,13,1,3,2,0,0,5,0,3,1,2,0,0,1,3,6,6,47,0,3,400
341,1,1,1,0,0,0,17,2,3,2,0,0,1,0,3,3,3,0,0,1,11,5,4,29,0,4,700
342,1,1,2,0,0,1,6,0,3,2,0,0,0,0,3,0,0,0,0,2,5,3,4,31,0,4,400
343,1,1,1,1,0,1,6,0,3,2,0,0,0,0,3,1,3,0,0,2,4,5,6,46,0,13,400
344,1,1,1,0,0,0,2,1,3,2,0,0,0,0,3,0,1,0,0,0,11,6,7,60,0,5,400
345,1,1,2,0,0,0,13,2,3,2,0,0,0,0,3,0,2,0,0,1,11,4,4,30,0,4,400
346,0,1,1,0,0,0,5,1,3,2,0,0,2,0,3,0,2,0,0,0,1,6,6,51,0,10,400
347,0,1,1,0,0,0,2,2,3,2,0,0,1,0,3,3,2,0,0,0,7,6,8,80,0,5,400
348,1,1,2,0,0,0,6,1,3,2,0,0,5,0,3,0,3,0,0,0,7,7,0,0,0,6,400
349,1,1,1,0,0,0,18,0,3,2,0,0,5,0,3,0,3,0,0,0,9,6,6,52,0,1,400
350,1,1,1,0,0,1,17,0,3,2,0,0,0,0,3,1,3,0,0,2,9,4,5,36,0,6,400
351,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,1,0,0,0,0,11,5,8,67,0,7,400
352,1,0,2,0,0,1,13,1,3,2,0,0,0,0,3,1,3,0,0,2,11,5,7,58,0,15,400
353,1,0,2,0,0,0,17,3,3,2,0,0,0,0,3,0,0,0,0,1,7,4,4,31,0,11,400
354,1,1,1,1,0,0,2,1,3,2,0,0,0,0,3,1,2,0,0,0,7,6,6,50,0,10,400
355,1,1,1,1,0,0,13,3,3,2,0,0,1,0,3,0,3,0,0,0,7,6,6,50,0,7,400
356,1,0,1,0,0,1,2,2,3,2,0,0,0,1,3,3,2,0,0,2,7,6,6,55,0,8,400
357,0,1,1,0,0,0,17,3,3,2,0,0,4,0,1,0,0,1,0,0,7,5,5,36,0,14,500
358,1,1,2,0,0,0,18,3,3,2,0,0,5,0,3,3,3,0,0,1,1,4,4,31,0,8,400
359,1,1,2,0,0,0,6,2,3,2,0,0,0,0,3,0,2,0,0,1,11,3,3,23,0,13,400
360,1,1,1,1,0,0,9,2,3,2,0,0,0,0,3,3,3,0,0,1,4,5,4,34,0,14,400
361,1,1,1,0,0,0,13,3,3,2,0,0,1,0,3,3,1,0,0,1,8,4,4,30,0,1,400
362,0,0,1,1,0,0,17,2,3,2,0,0,0,0,3,1,3,0,0,1,3,4,5,45,0,8,400
363,1,1,1,0,2,2,13,2,3,2,0,0,5,0,3,1,0,0,0,0,6,6,5,37,0,11,400
364,1,0,1,1,0,1,17,2,3,2,0,0,5,0,0,3,2,0,0,2,6,5,4,35,0,3,400
365,1,1,1,0,2,2,2,0,3,2,0,0,5,0,3,1,3,0,0,0,0,3,4,30,0,14,400
366,1,1,1,0,0,0,13,1,3,2,0,0,0,0,4,3,3,0,0,0,4,5,6,50,1,8,400
367,1,1,1,1,0,0,6,0,3,2,0,0,0,0,3,0,0,0,0,1,8,6,6,47,0,13,400
368,1,0,2,1,0,0,6,2,3,2,0,0,4,0,3,3,1,0,0,0,6,3,4,26,0,6,400
369,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,0,2,2,0,1,6,6,7,59,0,8,400
370,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,1,3,0,0,2,4,4,4,26,0,14,400
371,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,1,2,0,0,1,7,6,6,51,0,12,400
372,0,1,1,0,0,0,2,1,3,2,0,0,1,0,3,3,0,0,0,1,11,5,5,42,0,12,700
373,1,1,1,1,0,1,9,3,3,2,0,0,0,0,3,0,1,0,0,2,8,5,5,37,0,14,400
374,1,1,2,0,0,0,6,3,3,2,0,0,5,0,3,3,2,0,0,0,7,4,4,31,0,10,400
375,1,0,2,0,0,0,6,2,3,2,0,0,0,0,3,3,3,0,0,0,7,2,4,31,0,3,400
376,1,1,2,0,0,0,9,3,3,2,0,0,0,0,3,3,2,0,0,0,5,4,4,35,0,12,400
377,1,0,2,0,0,1,17,3,3,2,0,0,0,0,3,1,0,0,0,2,5,4,4,28,0,12,400
378,1,1,1,0,0,1,2,2,3,2,0,0,2,0,2,1,3,1,0,2,5,5,4,26,0,8,400
379,1,1,1,0,0,1,6,2,3,2,0,0,1,0,3,0,2,0,0,2,1,4,4,31,0,3,400
380,1,1,1,0,0,0,5,1,3,2,0,0,2,0,3,1,1,0,0,1,4,6,7,61,1,6,400
381,1,0,2,1,0,1,6,3,3,2,0,0,0,0,3,1,3,0,0,2,3,3,4,35,0,4,400
382,1,0,2,0,0,0,2,0,3,2,0,0,0,0,3,1,0,0,0,1,9,2,4,31,0,10,400
383,1,1,1,1,0,0,18,0,3,2,0,0,3,0,3,3,3,0,0,0,10,6,8,69,0,11,400
384,1,1,1,0,0,0,6,3,0,2,0,0,4,0,3,3,1,0,0,0,10,5,5,40,0,7,400
385,1,1,2,0,0,0,6,2,3,2,0,0,5,0,3,3,3,0,0,0,4,7,4,28,1,7,400
386,1,1,1,1,0,0,18,1,3,2,0,0,3,0,3,0,3,0,0,0,4,5,5,44,0,12,400
387,1,1,1,0,0,0,17,2,3,2,0,0,5,0,3,3,2,0,0,1,3,6,8,77,0,10,400
388,1,1,2,0,0,1,6,2,3,2,0,0,5,0,3,1,3,0,0,2,4,7,0,0,0,15,400
389,1,1,2,0,0,1,13,1,3,2,0,0,1,0,3,1,0,0,0,2,3,5,4,29,0,10,400
390,1,1,1,1,0,1,2,1,3,2,0,0,3,0,3,1,1,0,0,2,6,5,6,53,0,8,400
391,0,1,2,1,0,1,5,2,3,2,0,0,0,1,3,1,0,0,0,2,8,4,4,29,0,11,400
392,1,1,2,0,0,0,2,3,3,2,0,0,0,0,3,3,3,0,0,1,10,2,3,25,0,15,400
393,1,1,2,1,0,0,2,1,3,2,0,0,0,0,3,1,3,0,0,0,5,2,3,22,0,6,400
394,1,1,2,0,0,0,9,2,3,2,0,0,0,0,3,0,0,0,0,1,0,4,4,28,0,8,400
395,1,1,2,1,0,0,6,0,3,2,0,0,0,0,3,0,3,0,0,1,9,3,3,22,0,10,400
396,1,1,1,1,0,1,13,3,3,2,0,0,0,0,3,1,2,0,0,2,1,4,4,34,0,7,400
397,1,1,1,0,0,1,17,0,3,2,0,0,0,0,3,3,3,0,0,2,1,5,4,30,0,5,400
398,1,1,1,1,0,0,6,2,3,2,0,0,0,0,3,0,2,0,0,0,7,6,7,59,0,5,400
399,1,1,1,0,0,1,9,3,3,2,0,0,0,0,2,2,3,1,0,2,7,5,6,46,0,5,400
400,1,0,1,0,0,0,6,3,3,2,0,0,2,0,3,3,3,0,0,1,7,5,5,39,0,12,400
401,1,1,2,0,0,1,13,1,3,2,0,0,1,0,3,2,3,0,0,2,6,5,4,34,0,15,400
402,1,1,1,1,0,0,18,3,3,2,0,0,5,0,3,3,3,0,0,0,4,6,6,52,0,8,400
403,0,1,1,0,0,0,6,2,3,2,0,0,0,0,3,3,0,0,0,0,2,6,6,47,0,1,700
404,1,0,2,0,0,0,9,1,3,2,0,0,1,0,3,3,1,0,0,1,5,4,4,26,0,12,400
405,1,1,1,0,0,0,0,3,3,2,0,0,5,0,3,2,1,0,0,0,4,6,6,54,1,7,400
406,1,1,1,0,0,1,2,2,3,2,0,0,5,0,3,2,0,0,0,2,5,4,4,32,0,4,400
407,1,1,1,0,0,0,13,1,3,2,1,0,0,0,3,2,3,0,0,1,9,4,4,28,0,15,400
408,1,0,1,1,0,0,13,1,3,2,0,0,1,0,1,1,3,0,0,1,9,4,4,29,1,10,500
409,1,1,1,0,0,1,13,0,3,2,0,0,0,0,3,1,3,0,0,2,8,4,4,27,0,12,400
410,1,1,2,0,0,1,13,0,3,2,0,0,0,0,3,2,2,2,0,2,8,5,5,36,0,9,400
411,0,1,1,0,2,2,9,1,3,2,0,0,5,0,3,0,0,0,0,0,10,5,6,49,0,14,400
412,1,0,1,0,0,0,13,3,3,2,0,0,4,0,3,3,3,0,0,0,8,4,4,33,0,3,400
413,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,1,0,0,1,11,5,7,60,0,7,400
414,1,1,1,1,0,0,9,1,3,2,0,0,0,0,3,0,0,0,0,0,11,4,4,34,0,11,400
415,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,1,1,0,0,1,10,4,4,32,0,6,400
416,1,1,2,1,1,1,6,2,3,2,0,0,5,0,3,0,3,0,0,1,10,3,5,45,0,2,400
417,1,1,1,0,0,0,5,3,3,2,0,0,2,0,3,1,3,0,0,1,8,6,6,46,0,13,400
418,1,1,2,0,0,0,17,3,3,2,0,0,0,0,3,0,1,0,0,1,9,3,5,38,0,6,400
419,1,0,2,0,0,1,13,3,3,2,0,0,0,0,3,1,3,0,0,2,10,3,4,33,0,2,400
420,1,0,1,0,0,0,2,2,3,2,0,0,0,0,2,3,3,1,0,1,3,6,5,44,0,2,400
421,1,1,1,0,2,2,2,3,3,2,0,0,5,0,3,0,3,0,0,1,2,6,8,80,0,3,400
422,1,1,1,1,0,0,13,1,3,2,0,0,0,0,3,0,3,0,0,0,10,4,5,44,0,15,400
423,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,1,3,0,0,1,4,4,4,33,0,2,400
424,1,1,2,1,0,0,6,2,3,2,0,0,1,0,3,0,3,0,0,0,4,4,4,29,0,3,400
425,1,1,1,0,0,0,5,1,3,2,0,0,1,0,3,1,2,0,0,1,10,6,6,47,0,9,400
426,1,1,1,1,0,0,17,2,3,2,1,0,4,0,3,0,2,0,0,1,2,6,6,51,0,13,400
427,1,1,1,0,0,1,6,1,3,2,0,0,0,0,3,0,1,0,0,2,11,5,5,43,0,7,400
428,1,0,2,0,0,0,17,0,3,2,0,0,4,0,3,3,0,4,0,0,7,4,4,29,0,11,400
429,1,1,2,0,0,1,13,3,3,2,0,0,0,0,3,1,1,0,0,2,2,4,4,28,0,11,400
430,1,1,1,0,0,0,2,0,3,2,0,0,0,0,3,3,1,0,0,1,3,6,6,48,0,5,400
431,0,1,1,0,0,0,11,2,3,2,0,0,5,0,3,1,0,0,0,1,5,1,5,41,0,7,400
432,0,1,1,0,0,1,17,1,3,2,0,0,1,0,3,2,2,0,0,2,6,5,4,28,0,7,400
433,0,1,1,0,0,0,17,1,3,2,0,0,0,0,3,3,3,0,0,1,6,6,6,50,0,2,400
434,1,1,2,0,0,1,6,1,3,2,0,0,5,0,3,1,3,0,0,2,0,7,0,0,0,4,400
435,0,1,1,0,0,0,13,1,3,2,0,0,1,0,3,1,3,0,0,0,0,6,6,46,0,1,400
436,1,1,1,0,0,0,13,3,3,2,0,0,1,0,3,1,1,0,0,0,0,5,5,45,0,6,400
437,1,1,1,0,0,0,2,2,3,2,0,0,1,0,3,3,0,0,0,0,0,6,7,65,0,9,400
438,1,1,1,0,0,1,6,0,3,2,0,0,0,0,3,2,0,0,0,2,0,5,4,28,0,1,400
439,1,1,1,0,0,0,6,3,3,2,0,0,0,0,3,3,3,0,0,1,3,6,8,67,0,16,400
440,1,1,2,1,0,0,13,0,3,2,0,0,0,0,3,1,2,0,0,1,1,3,4,30,0,14,400
441,1,1,2,1,0,0,6,3,3,2,0,0,5,0,2,3,3,1,0,1,4,7,0,0,0,10,400
442,1,0,2,1,0,0,2,1,3,2,0,0,0,0,3,1,2,0,0,1,9,5,6,50,0,2,400
443,1,1,2,1,0,0,9,0,3,2,0,0,4,0,3,3,3,0,0,0,5,4,4,29,0,15,400
444,1,1,2,0,0,1,17,2,3,2,0,0,0,0,3,3,0,0,0,2,8,5,5,39,0,15,400
445,1,0,1,1,0,0,13,1,3,2,0,0,1,0,3,1,2,0,0,1,3,5,6,47,0,16,400
446,1,1,2,1,0,1,6,3,3,2,0,0,0,0,3,0,3,0,0,2,3,3,3,21,0,4,400
447,1,0,2,0,0,1,17,0,3,2,0,0,0,0,3,2,1,0,0,2,3,4,4,34,0,8,400
448,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,3,3,0,0,0,9,4,4,32,0,13,400
449,0,0,2,0,0,0,6,0,3,2,0,0,4,0,3,0,3,0,0,0,4,3,4,31,1,4,400
450,1,1,1,0,0,1,13,0,3,2,0,0,0,0,3,1,1,0,0,2,9,5,4,29,0,8,400
451,1,0,2,1,0,0,9,2,3,2,0,0,0,0,3,3,1,2,0,0,6,4,4,32,0,13,400
452,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,2,2,0,0,2,8,4,5,43,0,3,400
453,1,1,2,0,0,1,2,3,3,2,0,0,2,0,3,1,0,0,0,2,7,6,7,60,0,3,400
454,1,1,1,0,0,0,13,0,3,2,0,0,1,0,3,1,3,0,0,0,11,4,4,35,0,6,400
455,1,1,1,1,0,0,6,0,3,2,0,0,0,0,0,3,3,0,0,1,11,4,4,30,0,9,400
456,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,0,3,0,0,0,4,6,5,42,0,8,400
457,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,2,3,0,0,1,4,5,5,38,0,8,400
458,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,2,2,0,0,1,10,6,6,46,0,3,400
459,1,1,1,0,0,0,9,3,3,2,0,0,0,0,1,2,1,0,0,1,7,4,4,28,0,15,500
460,1,0,1,0,0,0,6,1,3,2,0,0,0,0,3,3,2,0,0,0,7,6,8,73,0,15,400
461,1,0,1,1,0,0,17,3,3,2,0,0,0,0,3,3,2,0,0,1,7,0,3,25,0,12,400
462,1,1,1,0,0,1,0,0,3,2,0,0,2,0,2,2,3,1,0,2,11,5,5,39,0,13,400
463,1,1,2,0,0,1,18,2,3,2,0,0,2,0,3,1,2,0,0,2,6,6,6,47,0,1,400
464,0,1,2,1,0,0,17,0,3,2,0,0,0,0,3,0,3,0,0,1,8,3,3,25,0,11,400
465,1,0,2,1,0,0,6,3,3,2,0,0,0,0,3,3,3,0,0,0,8,4,4,29,0,11,400
466,1,1,2,0,0,1,9,1,3,2,0,0,0,0,3,1,1,0,0,2,4,5,5,37,0,11,400
467,1,1,1,0,0,0,6,2,3,2,0,0,0,0,3,3,3,0,0,1,0,6,6,52,0,12,400
468,1,1,1,0,0,0,0,1,3,2,0,0,5,0,3,1,0,0,0,0,3,5,4,26,0,1,400
469,1,1,1,0,0,0,5,3,3,2,0,0,4,0,3,1,0,0,0,0,7,5,7,64,0,6,400
470,1,1,2,0,0,1,9,2,3,2,0,0,0,0,3,2,0,0,0,2,7,4,4,28,0,5,400
471,1,1,1,0,0,1,13,3,3,2,0,0,0,0,3,1,2,0,0,2,7,6,6,50,0,11,400
472,1,1,1,0,2,2,2,0,3,2,0,0,5,0,3,1,2,0,0,0,3,6,6,52,0,11,400
473,1,1,2,0,0,0,17,2,3,2,0,0,0,0,3,1,1,0,0,0,3,3,4,30,0,13,400
474,1,1,1,0,0,1,9,2,3,2,0,0,1,0,3,1,3,0,0,2,3,5,5,41,0,13,400
475,1,1,1,1,0,0,5,3,3,2,0,0,2,0,3,1,3,0,0,1,11,6,6,51,0,5,400
476,1,1,2,1,0,0,13,2,3,2,0,0,0,0,3,1,3,0,0,1,8,3,3,22,0,5,400
477,1,1,1,1,0,0,5,2,3,2,0,0,2,0,3,1,3,0,0,0,0,5,5,37,0,15,400
478,1,1,1,0,0,1,9,2,3,2,0,0,1,0,3,2,3,0,0,2,0,6,7,57,0,6,400
479,1,1,1,0,0,0,13,2,3,2,0,0,1,0,3,1,2,0,0,1,1,5,4,33,0,11,400
480,0,1,1,0,0,0,13,0,3,2,0,0,1,0,3,1,3,0,0,1,10,6,6,55,0,10,400
481,1,0,1,0,0,0,18,0,3,2,0,0,2,0,3,0,3,0,0,1,10,6,6,51,0,5,400
482,1,1,1,1,0,0,13,0,3,2,0,0,1,0,3,3,3,0,0,0,4,3,4,27,0,2,400
483,1,1,2,1,0,1,2,2,3,2,0,0,1,0,2,3,2,1,0,2,3,4,4,27,0,8,400
484,1,1,1,1,0,0,13,0,3,2,0,0,0,0,3,3,3,0,0,1,5,4,4,30,0,5,400
485,0,1,1,1,0,0,2,3,3,2,0,0,2,0,3,1,0,0,0,0,6,6,5,37,0,3,400
486,1,1,1,0,0,0,13,2,3,2,0,0,4,0,3,0,3,0,0,0,6,6,6,53,0,6,400
487,0,1,2,0,0,0,17,1,3,2,0,0,1,0,3,0,0,0,0,1,6,4,3,23,0,1,400
